Ort,price,Provinz,Wert,Periode,Erhaltung,Katalog,url,title,date
Murrhardt,150.0,Württemberg,5 Mrd,Hochinflation 1923,II+,1923_3702.D_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61382/murrhardt-h.hansteiner-5-mrd-1.11.23?c=367,"Murrhardt, H.Hansteiner, 5 Mrd, 1.11.23",NoDate
Murrhardt,120.0,Württemberg,10 Mrd,Hochinflation 1923,II,1923_3702.F_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61378/murrhardt-waagenfabrik-gebrueder-soehnle-10-mrd-2.11.23?c=367,"Murrhardt, Waagenfabrik Gebrüder Söhnle, 10 Mrd, 2.11.23",NoDate
Murrhardt,120.0,Württemberg,500 Mio,Hochinflation 1923,II,1923_3702.F_500Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61379/murrhardt-waagenfabrik-gebrueder-soehnle-500-mio-20.10.23?c=367,"Murrhardt, Waagenfabrik Gebrüder Söhnle, 500 Mio, 20.10.23",20.10.23
Murrhardt,120.0,Württemberg,500 Mio,Hochinflation 1923,III,1923_3702.F_500Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61380/murrhardt-waagenfabrik-gebrueder-soehnle-500-mio-od?c=367,"Murrhardt, Waagenfabrik Gebrüder Söhnle, 500 Mio, oD",NoDate
Murrhardt,120.0,Württemberg,5 Mrd,Hochinflation 1923,III,1923_3702.F1_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103891/murrhardt-waagenfabrik-gebrueder-soehnle-5-mrd-23.10.23?c=367,"Murrhardt, Waagenfabrik Gebrüder Söhnle, 5 Mrd, 23.10.23",23.10.23
Murrhardt,120.0,Württemberg,5 Mrd,Hochinflation 1923,III,1923_3702.F2_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103892/murrhardt-waagenfabrik-gebrueder-soehnle-5-mrd-2.11.23?c=367,"Murrhardt, Waagenfabrik Gebrüder Söhnle, 5 Mrd, 2.11.23",NoDate
Murrhardt,150.0,Württemberg,5 Mrd,Hochinflation 1923,II,1923_3702.H_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61377/murrhardt-g.-schlipf-5-mrd-3.11.23?c=367,"Murrhardt, G. Schlipf, 5 Mrd, 3.11.23",NoDate
Murrhardt,120.0,Württemberg,10 Mrd,Hochinflation 1923,III,1923_3702.J_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61383/murrhardt-louis-schweizer-10-mrd-27.10.23?c=367,"Murrhardt, Louis Schweizer, 10 Mrd, 27.10.23",27.10.23
Murrhardt,120.0,Württemberg,1 Mrd,Hochinflation 1923,I-,1923_3702.J_1Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61384/murrhardt-louis-schweizer-1-mrd-22.10.23?c=367,"Murrhardt, Louis Schweizer, 1 Mrd, 22.10.23",22.10.23
Murrhardt,120.0,Württemberg,1 Mrd,Hochinflation 1923,III,1923_3702.J_1Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61385/murrhardt-louis-schweizer-1-mrd-29.10.23?c=367,"Murrhardt, Louis Schweizer, 1 Mrd, 29.10.23",29.10.23
Murrhardt,120.0,Württemberg,500 Mio,Hochinflation 1923,I-,1923_3702.J_500Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61386/murrhardt-louis-schweizer-500-mio-20.10.23?c=367,"Murrhardt, Louis Schweizer, 500 Mio, 20.10.23",20.10.23
Murrhardt,150.0,Württemberg,500 Mio,Hochinflation 1923,II-,1923_3702.J_500Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61387/murrhardt-louis-schweizer-500-mio-od?c=367,"Murrhardt, Louis Schweizer, 500 Mio, oD",NoDate
Murrhardt,120.0,Württemberg,5 Mrd,Hochinflation 1923,I-,1923_3702.J_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61388/murrhardt-louis-schweizer-5-mrd-27.10.23?c=367,"Murrhardt, Louis Schweizer, 5 Mrd, 27.10.23",27.10.23
Murrhardt,120.0,Württemberg,5 Mrd,Hochinflation 1923,II,1923_3702.J_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61389/murrhardt-louis-schweizer-5-mrd-25.10.23?c=367,"Murrhardt, Louis Schweizer, 5 Mrd, 25.10.23",25.10.23
Murrhardt,120.0,Württemberg,1 Mrd,Hochinflation 1923,III,1923_3702.L_1Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103893/murrhardt-wuertt.-tackes-drahtstiftenfabrik-1-mrd-23.10.23?c=367,"Murrhardt, Württ. Tackes- & Drahtstiftenfabrik, 1 Mrd, 23.10.23",23.10.23
Nagold,50.0,Württemberg,20 Mio,Hochinflation 1923,III+,1923_3714.b_20Mio,https://www.gap-banknoten.de/detail/index/sArticle/129551/sCategory/367,"Nagold, Stadtgemeinde, 20 Mio, 19.9.23",NoDate
Nagold,65.0,Württemberg,50 Mio,Hochinflation 1923,II,1923_3714.b_50Mio,https://www.gap-banknoten.de/detail/index/sArticle/129552/sCategory/367,"Nagold, Stadtgemeinde, 50 Mio, 19.9.23",NoDate
Nagold,80.0,Württemberg,20 Mrd,Hochinflation 1923,III,1923_3714.e_20Mrd,https://www.gap-banknoten.de/detail/index/sArticle/129553/sCategory/367,"Nagold, Stadtgemeinde, 20 Mrd, 20.10.23",20.10.23
Neresheim,40.0,Württemberg,10 Mio,Hochinflation 1923,II-,1923_3758.a_10Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61391/neresheim-oberamtssparkasse-10-mio-28.9.23?c=367,"Neresheim, Oberamtssparkasse, 10 Mio, 28.9.23",NoDate
Nürtingen,25.0,Württemberg,1 Mio,Hochinflation 1923,II,1923_4001.a2_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103899/nuertingen-stadtgemeinde-1-mio-18.8.23-vs.-unten-rechts-rueckseite.-kn-6-mm?c=367,"Nürtingen, Stadtgemeinde, 1 Mio, 18.8.23, Vs. unten rechts ""Rückseite)."", KN 6 mm",NoDate
Nürtingen,30.0,Württemberg,1 Mio,Hochinflation 1923,I-,1923_4001.aI_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103900/nuertingen-stadtgemeinde-1-mio-18.8.23-vs.-unten-rechts-rueckseite.-kn-4-5-mm?c=367,"Nürtingen, Stadtgemeinde, 1 Mio, 18.8.23, Vs. unten rechts ""Rückseite)."", KN 4,5 mm",NoDate
Nürtingen,30.0,Württemberg,200 T,Hochinflation 1923,III,1923_4001.aII_200T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61395/nuertingen-stadtgemeinde-200-t-18.8.23-vs.-unten-rechts-rueckseite.?c=367,"Nürtingen, Stadtgemeinde, 200 T, 18.8.23, Vs. unten rechts ""Rückseite.)""",NoDate
Nürtingen,20.0,Württemberg,500 T,Hochinflation 1923,III,1923_4001.aII_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61396/nuertingen-stadtgemeinde-500-t-18.8.23-vs.-unten-rechts-rueckseite.-kn-4-5-mm?c=367,"Nürtingen, Stadtgemeinde, 500 T, 18.8.23, Vs. unten rechts ""Rückseite.)"", KN 4,5 mm",NoDate
Nürtingen,150.0,Württemberg,100 T,Hochinflation 1923,II-,1923_4002.d_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/100451/nuertingen-franz-entress-100-t-20.8.23?c=367,"Nürtingen, Franz Entress!)""§, 100 T, 20.8.23",NoDate
Obereßlingen,140.0,Württemberg,1 Mio,Hochinflation 1923,I,1923_4010.d_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61400/oberesslingen-werkzeugmaschinenfabrik-index-1-mio-28.8.23?c=367,"Obereßlingen, Werkzeugmaschinenfabrik ""INDEX"", 1 Mio, 28.8.23",NoDate
Obereßlingen,140.0,Württemberg,2 Mio,Hochinflation 1923,I,1923_4010.d_2Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61401/oberesslingen-werkzeugmaschinenfabrik-index-2-mio-28.8.23?c=367,"Obereßlingen, Werkzeugmaschinenfabrik ""INDEX"", 2 Mio, 28.8.23",NoDate
"Oberndorf, Rottweil, …",18.0,Württemberg,20 Mrd,Hochinflation 1923,II,1923_4042.c_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61404/oberndorf-rottweil-amtskoerperschaften-20-mrd-25.10.23-kn-l?c=367,"Oberndorf, Rottweil, …, Amtskörperschaften, 20 Mrd, 25.10.23, KN *l",25.10.23
Oberndorf,18.0,Württemberg,20 Mrd,Hochinflation 1923,I-,1923_4042.c_20Mrd,https://www.gap-banknoten.de/detail/index/sArticle/129554/sCategory/367,"Oberndorf, Amtskörperschaften, 20 Mrd, 25.10.23, KN *l",25.10.23
"Oberndorf, Rottweil, …",35.0,Württemberg,10 Mrd,Hochinflation 1923,I,1923_4042.e_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97098/oberndorf-rottweil-10-mrd-25.10.23-wz.-bandwerk-kn-4-mm?c=367,"Oberndorf, Rottweil, …, 10 Mrd, 25.10.23, Wz. Bandwerk, № KN 4 mm",25.10.23
"Oberndorf, Rottweil, …",30.0,Württemberg,50 Mrd,Hochinflation 1923,III,1923_4042.e_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/81472/oberndorf-rottweil-amtskoerperschaften-50-mrd-25.10.23-wz.-bandwerk?c=367,"Oberndorf, Rottweil, …, Amtskörperschaften, 50 Mrd, 25.10.23, Wz. Bandwerk",25.10.23
"Oberndorf, Rottweil, …",60.0,Württemberg,50 Mrd,Hochinflation 1923,II,1923_4042.e_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97099/oberndorf-rottweil-50-mrd-25.10.23-wz.-bandwerk?c=367,"Oberndorf, Rottweil, …, 50 Mrd, 25.10.23, Wz. Bandwerk",25.10.23
"Oberndorf, Rottweil, …",65.0,Württemberg,50 Mrd,Hochinflation 1923,III,1923_4042.f_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97100/oberndorf-rottweil-50-mrd-25.10.23-wz.-ineinander-gestellte-kreuze?c=367,"Oberndorf, Rottweil, …, 50 Mrd, 25.10.23, Wz. ineinander gestellte Kreuze",25.10.23
Ochsenhausen,25.0,Württemberg,5 Mrd,Hochinflation 1923,II,1923_4081.a_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103904/ochsenhausen-gemeinde-5-mrd-27.10.23?c=367,"Ochsenhausen, Gemeinde, 5 Mrd, 27.10.23",27.10.23
Ochsenhausen,25.0,Württemberg,100 Mrd,Hochinflation 1923,III,1923_4081.b_100Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103905/ochsenhausen-gemeinde-100-mrd-17.11.23?c=367,"Ochsenhausen, Gemeinde, 100 Mrd, 17.11.23",17.11.23
Öhringen,35.0,Württemberg,100 T,Hochinflation 1923,III,1923_4095.Ic_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103907/oehringen-bank-fuer-gewerbe-100-t-16.8.23-datum-gestempelt?c=367,"Öhringen, Bank für Gewerbe, 100 T, 16.8.23, Datum gestempelt",NoDate
Öhringen,25.0,Württemberg,100 T,Hochinflation 1923,II-,1923_4095.Ie_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103908/oehringen-bank-fuer-gewerbe-100-t-14.8.23-datum-gedruckt?c=367,"Öhringen, Bank für Gewerbe, 100 T, 14.8.23, Datum gedruckt",NoDate
Öhringen,25.0,Württemberg,100 Mio,Hochinflation 1923,II-,1923_4095.Ih_100Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103909/oehringen-bank-fuer-gewerbe-100-mio-5.10.23-datum-gedruckt?c=367,"Öhringen, Bank für Gewerbe, 100 Mio, 5.10.23, Datum gedruckt",NoDate
Öhringen,30.0,Württemberg,5 Mrd,Hochinflation 1923,II-,1923_4095.Ik_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103911/oehringen-bank-fuer-gewerbe-5-mrd-25.10.23-datum-gedruckt?c=367,"Öhringen, Bank für Gewerbe, 5 Mrd, 25.10.23, Datum gedruckt",25.10.23
Öhringen,45.0,Württemberg,100 T,Hochinflation 1923,II,1923_4095.Ir_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103912/oehringen-bank-fuer-gewerbe-100-t-14.8.23?c=367,"Öhringen, Bank für Gewerbe, 100 T, 14.8.23",NoDate
Öhringen,35.0,Württemberg,5 Mrd,Hochinflation 1923,II,1923_4096.B_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103913/oehringen-hohenlohebank-ag-5-mrd-25.10.23-ohne-ort?c=367,"Öhringen, Hohenlohebank AG, 5 Mrd, 25.10.23, ohne Ort",25.10.23
Öhringen,40.0,Württemberg,5 Mrd,Hochinflation 1923,III,1923_4096.C_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103914/oehringen-hohenlohebank-ag-5-mrd-25.10.23-filiale-neuenstadt?c=367,"Öhringen, Hohenlohebank AG, 5 Mrd, 25.10.23, Filiale Neuenstadt",25.10.23
Öhringen,35.0,Württemberg,5 Mrd,Hochinflation 1923,I-,1923_4096.D_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103915/oehringen-hohenlohebank-ag-5-mrd-25.10.23-filiale-weinsberg?c=367,"Öhringen, Hohenlohebank AG, 5 Mrd, 25.10.23, Filiale Weinsberg",25.10.23
Öhringen,40.0,Württemberg,5 Mrd,Hochinflation 1923,II,1923_4096.I_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103916/oehringen-karosseriewerk-weinsberg-5-mrd-25.10.23?c=367,"Öhringen, Karosseriewerk Weinsberg, 5 Mrd, 25.10.23",25.10.23
Pfullingen,6.0,Württemberg,500 T,Hochinflation 1923,III,1923_4304.a2_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61409/pfullingen-stadt-500-t-15.8.23-reihe-b-kn-4-5-mm-eng?c=367,"Pfullingen, Stadt, 500 T, 15.8.23, Reihe B, KN 4,5 mm eng",NoDate
Pfullingen,280.0,Württemberg,1 Mio,Hochinflation 1923,III,1923_4305.A_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/100452/pfullingen-burkhardt-1-mio-15-8-23?c=367,"Pfullingen, Burkhardt, 1 Mio, 15,8,23",NoDate
Pfullingen,240.0,Württemberg,500 T,Hochinflation 1923,III,1923_4305.A_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/100453/pfullingen-burkhardt-500-t-15.8.23?c=367,"Pfullingen, Burkhardt, 500 T, 15.8.23",NoDate
Ravensburg,30.0,Württemberg,500 Mrd,Hochinflation 1923,II-,1923_4453.d1_500Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103921/ravensburg-stadt-500-mrd-25.10.23-pap-dick-rauh-nr-nk?c=367,"Ravensburg, Stadt, 500 Mrd, 25.10.23, Pap dick rauh, Nr NK",25.10.23
Ravensburg,60.0,Württemberg,10 Bio,Hochinflation 1923,I-,1923_4453.f_10Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61411/ravensburg-stadt-10-bio-25.10.23-kn?c=367,"Ravensburg, Stadt, 10 Bio, 25.10.23, № KN",25.10.23
Ravensburg,60.0,Württemberg,10 Bio,Hochinflation 1923,II,1923_4453.f_10Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98969/ravensburg-stadt-10-bio-25.10.23-nr-kn-8?c=367,"Ravensburg, Stadt, 10 Bio, 25.10.23, Nr KN 8*",25.10.23
Ravensburg,240.0,Württemberg,10 Mio,Hochinflation 1923,III,1923_4454.A_10Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/100454/ravensburg-bezugs-und-absatzgenossenschaft-10-mio-15.9.23?c=367,"Ravensburg, Bezugs- und Absatzgenossenschaft, 10 Mio, 15.9.23",NoDate
Ravensburg,30.0,Württemberg,1 Mio,Hochinflation 1923,II,1923_4454.a_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97101/ravensburg-1-mio-18.8.23-000-feiner?c=367,"Ravensburg, 1 Mio, 18.8.23; 000 feiner",NoDate
Ravensburg,30.0,Württemberg,1 Mio,Hochinflation 1923,III,1923_4454.a_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97102/ravensburg-1-mio-18.8.23-000-fett?c=367,"Ravensburg, 1 Mio, 18.8.23; 000 fett",NoDate
Ravensburg,35.0,Württemberg,1 Mio,Hochinflation 1923,I,1923_4454.a_1Mio,https://www.gap-banknoten.de/detail/index/sArticle/125338/sCategory/367,"Ravensburg, Amtskörperschaft, 1 Mio, 18.8.23, 000 feiner",NoDate
Reutlingen,15.0,Württemberg,100 T,Hochinflation 1923,I-,1923_4545.a_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103924/reutlingen-stadt-100-t-11.8.23?c=367,"Reutlingen, Stadt, 100 T, 11.8.23",NoDate
Reutlingen,15.0,Württemberg,20 Mio,Hochinflation 1923,I-,1923_4545.c_20Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103927/reutlingen-stadt-20-mio-1.10.23-reihe-i?c=367,"Reutlingen, Stadt, 20 Mio, 1.10.23, Reihe I",NoDate
Reutlingen,45.0,Württemberg,10 Mrd,Hochinflation 1923,II-,1923_4545.d_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61414/reutlingen-stadt-10-mrd-25.10.23-g-kn-6-s?c=367,"Reutlingen, Stadt, 10 Mrd, 25.10.23, G № KN 6*s",25.10.23
Reutlingen,30.0,Württemberg,20 Mrd,Hochinflation 1923,I-,1923_4545.d_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103928/reutlingen-stadt-20-mrd-15.10.23-1-buchstaben-vor-kn?c=367,"Reutlingen, Stadt, 20 Mrd, 15.10.23, 1 Buchstaben vor KN",15.10.23
Reutlingen,20.0,Württemberg,20 Mrd,Hochinflation 1923,II,1923_4545.d_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103929/reutlingen-stadt-20-mrd-15.10.23-1-buchstaben-vor-kn?c=367,"Reutlingen, Stadt, 20 Mrd, 15.10.23, 1 Buchstaben vor KN",15.10.23
Reutlingen,40.0,Württemberg,10 Mrd,Hochinflation 1923,II,1923_4545.d1_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103930/reutlingen-stadt-10-mrd-25.10.23-1-buchstaben-vor-kn?c=367,"Reutlingen, Stadt, 10 Mrd, 25.10.23, 1 Buchstaben vor KN",25.10.23
Reutlingen,55.0,Württemberg,10 Mrd,Hochinflation 1923,III+,1923_4545.d2_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103931/reutlingen-stadt-10-mrd-25.10.23-doppel-buchstaben-vor-kn?c=367,"Reutlingen, Stadt, 10 Mrd, 25.10.23, Doppel-Buchstaben vor KN",25.10.23
Reutlingen,35.0,Württemberg,50 Mrd,Hochinflation 1923,II,1923_4545.e_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103932/reutlingen-stadt-50-mrd-27.10.23?c=367,"Reutlingen, Stadt, 50 Mrd, 27.10.23",27.10.23
Reutlingen,30.0,Württemberg,50 Mrd,Hochinflation 1923,III+,1923_4545.e_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103933/reutlingen-stadt-50-mrd-27.10.23?c=367,"Reutlingen, Stadt, 50 Mrd, 27.10.23",27.10.23
Reutlingen,45.0,Württemberg,5 Mrd,Hochinflation 1923,I-,1923_4545.e_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103934/reutlingen-stadt-5-mrd-27.10.23?c=367,"Reutlingen, Stadt, 5 Mrd, 27.10.23",27.10.23
Reutlingen,240.0,Württemberg,200 T,Hochinflation 1923,III,1923_4547_200T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/100455/reutlingen-oertel-spoehrter-200-t-17.8.23?c=367,"Reutlingen, Oertel & Spöhrter, 200 T, 17.8.23",NoDate
Riedlingen,65.0,Württemberg,20 Mrd,Hochinflation 1923,III,1923_4572.e_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103935/riedlingen-oberamtssparkasse-20-mrd-28.9.23-rs.-gruener-druck?c=367,"Riedlingen, Oberamtssparkasse, 20 Mrd, 28.9.23, Rs. grüner Druck",NoDate
Riedlingen,30.0,Württemberg,1 Bio,Hochinflation 1923,I,1923_4572.h_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97104/riedlingen-1-bio-15.11.23-udr-gelblich-ohne-kn-u.-st?c=367,"Riedlingen, 1 Bio, 15.11.23, Udr gelblich, ohne KN u. St",15.11.23
Riedlingen,20.0,Württemberg,10 Mio,Hochinflation 1923,II-,1923_4573.d_10Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97105/riedlingen-10-mio-29.8.23?c=367,"Riedlingen, 10 Mio, 29.8.23",NoDate
Riedlingen,25.0,Württemberg,250 Mrd,Hochinflation 1923,I,1923_4573.e_250Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103937/riedlingen-gewerbebank-250-mrd-okt.-23?c=367,"Riedlingen, Gewerbebank, 250 Mrd, Okt. 23",NoDate
Riedlingen,30.0,Württemberg,1 Bio,Hochinflation 1923,II-,1923_4573.f_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98970/riedlingen-gewerbebank-1-bio-15.11.23-o.wz.?c=367,"Riedlingen, Gewerbebank, 1 Bio, 15.11.23, o.Wz.,",15.11.23
Rottenburg,280.0,Württemberg,3 Mio,Hochinflation 1923,II-,1923_4648_3Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61419/rottenburg-fouquet-franz-3-mio-21.9.23-datumstpl.-4-5-mm-hoch-n.i.k.?c=367,"Rottenburg, Fouquet & Franz, 3 Mio, 21.9.23, Datumstpl. 4,5 mm hoch, n.i.K.",NoDate
Rottweil,15.0,Württemberg,100 T,Hochinflation 1923,I-,1923_4655_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103938/rottweil-stadt-100-t-17.8.23?c=367,"Rottweil, Stadt, 100 T, 17.8.23",NoDate
Rottweil,15.0,Württemberg,500 T,Hochinflation 1923,I-,1923_4655_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103939/rottweil-stadt-500-t-17.8.23?c=367,"Rottweil, Stadt, 500 T, 17.8.23",NoDate
Saulgau,25.0,Württemberg,5 Bio,Hochinflation 1923,I-,1923_4720.A_5Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98971/saulgau-oberamtspflege-5-bio-20.11.23?c=367,"Saulgau, Oberamtspflege, 5 Bio, 20.11.23",20.11.23
Saulgau,85.0,Württemberg,5 Mio,Hochinflation 1923,III,1923_4721.a_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/92310/saulgau-stadtpflege-5-mio-21.8.23?c=367,"Saulgau, Stadtpflege, 5 Mio, 21.8.23",NoDate
Saulgau,30.0,Württemberg,2 Bio,Hochinflation 1923,III-,1923_4721.b_2Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97106/saulgau-stadtpflege-2-bio-16.11.23-wertleiste-gruen-umrahmt?c=367,"Saulgau, Stadtpflege, 2 Bio, 16.11.23, Wertleiste grün umrahmt",16.11.23
Saulgau,30.0,Württemberg,5 Bio,Hochinflation 1923,III,1923_4721.c_5Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97107/saulgau-stadtpflege-5-bio-20.11.23?c=367,"Saulgau, Stadtpflege, 5 Bio, 20.11.23",20.11.23
Saulgau,20.0,Württemberg,10 Mio,Hochinflation 1923,I-,1923_4721.d_10Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/76727/saulgau-stadtpflege-10-mio-18.9.23?c=367,"Saulgau, Stadtpflege, 10 Mio, 18.9.23",NoDate
Saulgau,15.0,Württemberg,20 Mio,Hochinflation 1923,II,1923_4721.d_20Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/76731/saulgau-stadtpflege-20-mio-18.9.23?c=367,"Saulgau, Stadtpflege, 20 Mio, 18.9.23",NoDate
Saulgau,20.0,Württemberg,5 Mio,Hochinflation 1923,I-,1923_4721.d_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103940/saulgau-stadtpflege-5-mio-18.9.23?c=367,"Saulgau, Stadtpflege, 5 Mio, 18.9.23",NoDate
Saulgau,20.0,Württemberg,20 Mio,Hochinflation 1923,I-,1923_4721.f_20Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/76732/saulgau-stadtpflege-20-mio-1.10.23?c=367,"Saulgau, Stadtpflege, 20 Mio, 1.10.23",NoDate
Saulgau,15.0,Württemberg,50 Mio,Hochinflation 1923,I-,1923_4721.f_50Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/76733/saulgau-stadtpflege-50-mio-1.10.23?c=367,"Saulgau, Stadtpflege, 50 Mio, 1.10.23",NoDate
