"'2injenhofen ","'0,6 ","'43,9 ","'308 ","'53 ","'- ","'34 ","'7 ","'91 ","'1 ","'2 ","'8 ","'3 ","'103 ",
"'Redarhaufen ","'0,7 ","'61,1 ","'542 ","'54 ","'1 ","'127 ","'23 ","'123 ","'8 ","'3 ","'62 ","'11 ","'127 ",
"'Redartailfingen ","'0,5 ","'48,9 ","'312 ","'17 ","'1 ","'121 ","'34 ","'35 ","'4 ","'1 ","'19 ","'3 ","'68 ",
"'Redartenglingen ","'1,1 ","'60,7 ","'654 ","'142 ","'- ","'54 ","'41 ","'136 ","'5 ","'2 ","'25 ","'3 ","'232 ",
"'Reuenhaus ","'0,5 ","'54,6 ","'283 ","'134 ","'2 ","'2 ","'6 ","'99 ","'4 ","'- ","'24 ","'- ","'11 ",
"'Reuffen ","'2,4 ","'58,3 ","'795 ","'88 ","'4 ","'86 ","'48 ","'145 ","'27 ","'18 ","'188 ","'5 ","'165 ",
"'Oberboibingen ","'2,4 ","'65,7 ","'698 ","'128 ","'2 ","'57 ","'12 ","'231 ","'6 ","'1 ","'71 ","'1 ","'187 ",
"'Raibwangen ","'- ","'44,4 ","'118 ","'6 ","'1 ","'36 ","'4 ","'17 ","'- ","'- ","'20 ","'- ","'34 ",
"'Reubern ","'0,1 ","'53,3 ","'257 ","'14 ","'- ","'65 ","'3 ","'23 ","'2 ","'- ","'9 ","'- ","'141 ",
"'Sifdardt ","'0,3 ","'57,8 ","'148 ","'14 ","'- ","'5 ","'3 ","'48 ","'1 ","'2 ","'8 ","'- ","'67 ",
"'Unterboibingen ","'67,1 ","'79,8 ","'624 ","'88 ","'322 ","'11 ","'22 ","'51 ","'20 ","'4 ","'13 ","'7 ","'86 ",
"'Interenfingen ","'0,4 ","'69,0 ","'439 ","'38 ","'1 ","'161 ","'5 ","'123 ","'7 ","'- ","'22 ","'6 ","'74 ",
"'","'0,1 ","'55,7 ","'585 ","'143 ","'1 ","'123 ","',5 ","'109 ","'15 ","'2 ","'58 ","'1 ","'127 ",
"'Biaishaufen ","'1,3 ","'71,5 ","'262 ","'25 ","'- ","'31 ","'1 ","'122 ","'3 ","'- ","'14 ","'1 ","'60 ",
"'Gumme ","'3,7 ","'61,0 ","'13840¹ ","'1 585 ","'396 ","'2 110 ","'608 ","'081 ","'359 ","'169 ","'1033 ","'176 ","'4168 ",
"'ObernDorf ","'","'","'","'","'","'","'","'","'","'","'","'","'",
"'Dberndorf a. 91. ","'59,1 ","'78,9 ","'2 224 ","'474 ","'633 ","'35 ","'157 ","'125 ","'31 ","'30 ","'101 ","'64 ","'574 ",
"'","'95,9 ","'48,6 ","'507 ","'29 ","'267 ","'18 ","'53 ","'34 ","'- ","'- ","'2 ","'12 ","'92 ",
"'","'14,4 ","'78,3 ","'861 ","'110 ","'82 ","'4 ","'79 ","'109 ","'8 ","'21 ","'51 ","'39 ","'358 ",
"'","'92,3 ","'81,1 ","'290 ","'21 ","'192 ","'26 ","'- ","'2 ","'- ","'- ","'- ","'2 ","'47 ",
"'Bad) 11. 11. Rötenberg ","'1,5 ","'49,0 ","'322 ","'29 ","'1 ","'132 ","'33 ","'7 ","'6 ","'1 ","'41 ","'1 ","'71 ",
"'Beffendorf ","'95,5 ","'58,5 ","'206 ","'9 ","'120 ","'39 ","'- ","'11 ","'- ","'1 ","'- ","'1 ","'25 ",
"'Betweiler ","'1,1 ","'37,4 ","'143 ","'4 ","'1 ","'40 ","'8 ","'7 ","'2 ","'1 ","'24 ","'- ","'56 ",
"'Bodjingen ","'92,4 ","'64,5 ","'317 ","'73 ","'113 ","'37 ","'11 ","'7 ","'1 ","'3 ","'- ","'3 ","'69 ",
"'Chlenbogen ","'2,8 ","'51,1 ","'91 ","'15 ","'2 ","'32 ","'2 ","'9 ","'3 ","'1 ","'3 ","'- ","'24 ",
"'Epfendorf ","'92,1 ","'73,4 ","'496 ","'6 ","'249 ","'78 ","'14 ","'7 ","'- ","'- ","'1 ","'3 ","'138 ",
"'Fluorn ","'2,2 ","'58,6 ","'388 ","'55 ","'1 ","'80 ","'33 ","'88 ","'3 ","'1 ","'40 ","'1 ","'86 ",
"'gardt ","'97,4 ","'78,3 ","'453 ","'11 ","'347 ","'5 ","'5 ","'14 ","'1 ","'- ","'- ","'1 ","'69 ",
"'Sarthaujen ","'92,5 ","'64,8 ","'140 ","'- ","'20 ","'37 ","'4 ","'2 ","'- ","'1 ","'- ","'- ","'76 ",
"'Sodmöffingen ","'98,7 ","'66,9 ","'351 ","'6 ","'151 ","'86 ","'8 ","'4 ","'2 ","'1 ","'- ","'2 ","'91 ",
"'@auterbad) ","'89,5 ","'73,8 ","'1 494 ","'121 ","'634 ","'10 ","'230 ","'76 ","'6 ","'5 ","'7 ","'6 ","'399 ",
"'Slariagell ","'83,7 ","'50,6 ","'200 ","'5 ","'128 ","'17 ","'- ","'17 ","'1 ","'- ","'8 ","'2 ","'22 ",
"'Betergell ","'1,2 ","'79,0 ","'243 ","'1 ","'- ","'98 ","'13 ","'3 ","'4 ","'- ","'9 ","'1 ","'114 ",
"'Reutin ","'5,5 ","'51,9 ","'98 ","'4 ","'4 ","'28 ","'14 ","'7 ","'- ","'- ","'9 ","'1 ","'31 ",
"'Römlinsborf ","'- ","'67,5 ","'133 ","'6 ","'- ","'69 ","'16 ","'- ","'- ","'1 ","'16 ","'- ","'25 ",
