"'","'","'","'","'","'","'Bon ","'ben ","'gültigen ","'Gtimmen ","'entfielen ","'auf ","'","'",
"'Gumme ","'5,5 ","'70,2 ","'33824¹ ","'8 533 ","'831 ","'532 ","'2243 ","'6956 ","'1 245 ","'428 ","'2349 ","'320 ","'8227 ",
"'Gula ","'","'","'","'","'","'","'","'","'","'","'","'","'",
"'Gula a. 91. ","'13,7 ","'70,7 ","'143 ","'91 ","'84 ","'69 ","'115 ","'151 ","'104 ","'6 ","'57 ","'3 ","'463 ",
"'Wiftaig ","'7,2 ","'71,8 ","'411 ","'58 ","'7 ","'18 ","'8 ","'76 ","'- ","'4 ","'111 ","'6 ","'123 ",
"'Bergfelben ","'1,0 ","'80,1 ","'407 ","'5 ","'- ","'119 ","'2 ","'6 ","'3 ","'- ","'3 ","'- ","'269 ",
"'Bettenhaufen ","'92,2 ","'75,6 ","'118 ","'- ","'54 ","'31 ","'1 ","'- ","'1 ","'- ","'- ","'- ","'31 ",
"'Bidelsberg ","'","'55,0 ","'176 ","'1 ","'- ","'78 ","'1 ","'- ","'2 ","'- ","'3 ","'1 ","'90 ",
"'Binsborf ","'95,0 ","'67,6 ","'306 ","'7 ","'243 ","'24 ","'1 ","'2 ","'2 ","'1 ","'- ","'1 ","'25 ",
"'Boll ","'2,5 ","'65,1 ","'196 ","'28 ","'- ","'67 ","'6 ","'6 ","'3 ","'21 ","'8 ","'2 ","'55 ",
"'Brittheim ","'0,3 ","'58,3 ","'116 ","'8 ","'- ","'51 ","'4 ","'- ","'3 ","'- ","'1 ","'- ","'49 ",
"'Bujenweiler ","'- ","'75,2 ","'84 ","'1 ","'- ","'30 ","'- ","'4 ","'- ","'- ","'- ","'- ","'49 ",
"'Dornhan ","'2,3 ","'51,9 ","'537 ","'37 ","'2 ","'227 ","'20 ","'50 ","'15 ","'- ","'25 ","'1 ","'160 ",
"'Dürrenmettfitetten ","'0,4 ","'76,8 ","'221 ","'1 ","'- ","'117 ","'- ","'- ","'- ","'- ","'5 ","'- ","'98 ",
"'Füirnjal ","'0,3 ","'66,1 ","'125 ","'2 ","'- ","'83 ","'- ","'- ","'2 ","'- ","'3 ","'4 ","'31 ",
"'bolabaujen ","'0,2 ","'76,5 ","'194 ","'18 ","'1 ","'64 ","'1 ","'10 ","'3 ","'- ","'4 ","'- ","'93 ",
"'Sopfau== ","'","'","'","'","'","'","'","'","'","'","'","'","'",
"'Reunthaufen ","'2,4 ","'74,8 ","'316 ","'17 ","'1 ","'56 ","'2 ","'3 ","'5 ","'- ","'19 ","'5 ","'208 ",
"'Sfingen ","'","'51,6 ","'159 ","'1 ","'- ","'83 ","'- ","'2 ","'- ","'- ","'3 ","'- ","'70 ",
"'Leibringen ","'0,1 ","'54,1 ","'302 ","'5 ","'- ","'149 ","'2 ","'3 ","'6 ","'1 ","'9 ","'2 ","'125 ",
"'geinftetten ","'94,4 ","'77,0 ","'244 ","'3 ","'175 ","'52 ","'- ","'- ","'1 ","'- ","'- ","'2 ","'11 ",
"'aimmern ","'1,3 ","'62,9 ","'282 ","'59 ","'2 ","'88 ","'1 ","'9 ","'3 ","'- ","'11 ","'5 ","'104 ",
"'a. Bad) ","'3,6 ","'76,1 ","'271 ","'11 ","'1 ","'101 ","'1 ","'3 ","'4 ","'- ","'26 ","'- ","'124 ",
"'Renfriabaufen ","'4,7 ","'64,4 ","'188 ","'5 ","'- ","'61 ","'- ","'- ","'6 ","'1 ","'11 ","'- ","'104 ",
"'Rojenfeld ","'3,3 ","'51,6 ","'283 ","'15 ","'2 ","'21 ","'26 ","'7 ","'22 ","'3 ","'16 ","'25 ","'146 ",
"'Rotengimmern ","'0,4 ","'75,6 ","'127 ","'1 ","'- ","'48 ","'- ","'- ","'- ","'- ","'1 ","'3 ","'74 ",
"'Gigmarswangen ","'1,3 ","'66,0 ","'223 ","'17 ","'1 ","'54 ","'- ","'44 ","'1 ","'- ","'11 ","'3 ","'92 ",
"'Gterned ","'","'62,0 ","'101 ","'- ","'- ","'66 ","'- ","'- ","'2 ","'- ","'2 ","'- ","'31 ",
"'Tridjtingen ","'2,6 ","'57,3 ","'188 ","'6 ","'1 ","'46 ","'5 ","'2 ","'3 ","'2 ","'- ","'- ","'123 ",
"'Böhringen ","'0,5 ","'73,9 ","'650 ","'37 ","'1 ","'198 ","'2 ","'13 ","'7 ","'3 ","'5 ","'- ","'384 ",
"'","'2,4 ","'39,7 ","'85 ","'2 ","'- ","'20 ","'2 ","'1 ","'1 ","'- ","'7 ","'- ","'52 ",
"'Beiben ","'0,4 ","'52,7 ","'186 ","'43 ","'- ","'63 ","'3 ","'3 ","'8 ","'2 ","'9 ","'2 ","'53 ",
"'Bittershaufen ","'1,0 ","'63,1 ","'223 ","'65 ","'- ","'109 ","'3 ","'9 ","'3 ","'1 ","'2 ","'1 ","'30 ",
"'Gumme ","'10,2 ","'65,2 ","'7862 ","'544 ","'575 2 ","'193 ","'206 ","'404 ","'210 ","'45 ","'352 ","'66 ","'3267 ",
"'Settnang ","'","'","'","'","'","'","'","'","'","'","'","'","'",
"'Zettnang ","'88,9 ","'76,6 ","'416 ","'50 ","'900 ","'15 ","'36 ","'45 ","'77 ","'8 ","'3 ","'35 ","'247 ",
"'Wilingen ","'95,8 ","'63,2 ","'405 ","'18 ","'309 ","'5 ","'1 ","'5 ","'3 ","'1 ","'1 ","'32 ","'30 ",
"'Berg ","'92,2 ","'75,9 ","'235 ","'6 ","'159 ","'8 ","'2 ","'8 ","'- ","'2 ","'- ","'4 ","'46 ",
