"'","'","'","'","'","'","'9on ","'ben ","'gültigen ","'Gtimmen ","'entfielen ","'auf ","'","'",
"'9Binbifdenbad) ","'0,9 ","'57,3 ","'141 ","'6 ","'- ","'95 ","'3 ","'- ","'6 ","'- ","'1 ","'- ","'30 ",
"'","'","'71,3 ","'204 ","'- ","'- ","'93 ","'- ","'2 ","'- ","'- ","'- ","'- ","'109 ",
"'Bweiflingen ","'1,6 ","'71,9 ","'380 ","'5 ","'2 ","'224 ","'3 ","'1 ","'3 ","'1 ","'2 ","'2 ","'137 ",
"'Gumme ","'3,0 ","'62,5 ","'13216 ","'1 087 ","'197 ","'553 ","'407 ","'341 ","'680 ","'82 ","'370 ","'63 ","'5436 ",
"'Dall. Ravensburg ","'","'","'","'","'","'","'","'","'","'","'","'","'",
"'Ravensburg ","'79,5 ","'67,0 ","'8446 ","'536 ","'4 098 ","'80 ","'272 ","'613 ","'404 ","'180 ","'109 ","'311 ","'1 843 ",
"'Baienfurt ","'86,8 ","'60,6 ","'060 ","'63 ","'500 ","'46 ","'16 ","'167 ","'16 ","'28 ","'4 ","'68 ","'152 ",
"'Baindt ","'96,7 ","'82,3 ","'498 ","'20 ","'344 ","'76 ","'- ","'10 ","'5 ","'1 ","'- ","'4 ","'38 ",
"'Berg ","'86,4 ","'75,9 ","'613 ","'8 ","'450 ","'85 ","'1 ","'4 ","'- ","'1 ","'2 ","'2 ","'60 ",
"'Bligenreute ","'95,7 ","'71,7 ","'370 ","'8 ","'249 ","'58 ","'5 ","'2 ","'2 ","'2 ","'- ","'3 ","'41 ",
"'Bobnegg ","'96,6 ","'72,2 ","'819 ","'11 ","'537 ","'114 ","'1 ","'1 ","'3 ","'- ","'1 ","'10 ","'141 ",
"'","'74,9 ","'77,3 ","'1 103 ","'40 ","'731 ","'62 ","'11 ","'31 ","'13 ","'9 ","'15 ","'10 ","'181 ",
"'Ejenhaufen ","'63,9 ","'74,5 ","'260 ","'1 ","'153 ","'42 ","'- ","'- ","'7 ","'- ","'24 ","'- ","'33 ",
"'Fronhofen ","'97,2 ","'70,7 ","'387 ","'4 ","'331 ","'18 ","'1 ","'2 ","'3 ","'1 ","'1 ","'7 ","'19 ",
"'Grünfraut ","'81,5 ","'59,1 ","'432 ","'3 ","'249 ","'50 ","'2 ","'5 ","'8 ","'1 ","'3 ","'6 ","'105 ",
"'Sajenweiler ","'90,5 ","'78,4 ","'353 ","'1 ","'278 ","'21 ","'1 ","'4 ","'- ","'1 ","'9 ","'2 ","'36 ",
"'Stappel ","'89,8 ","'70,6 ","'190 ","'- ","'111 ","'13 ","'2 ","'- ","'1 ","'- ","'- ","'- ","'63 ",
"'Gdilier ","'87,2 ","'69,4 ","'572 ","'17 ","'381 ","'107 ","'4 ","'2 ","'5 ","'1 ","'- ","'- ","'55 ",
"'Gdymalegg ","'89,7 ","'74,0 ","'400 ","'6 ","'308 ","'35 ","'- ","'3 ","'2 ","'- ","'- ","'- ","'46 ",
"'Talborf ","'87,7 ","'76,0 ","'593 ","'5 ","'446 ","'39 ","'2 ","'5 ","'13 ","'- ","'3 ","'8 ","'72 ",
"'Bogt ","'95,2 ","'68,7 ","'788 ","'15 ","'566 ","'42 ","'4 ","'27 ","'4 ","'1 ","'2 ","'7 ","'120 ",
"'Balbburg ","'94,0 ","'62,1 ","'478 ","'5 ","'358 ","'9 ","'2 ","'2 ","'4 ","'2 ","'4 ","'18 ","'74 ",
"'Beingarten ","'84,0 ","'68,6 ","'664 ","'169 ","'1 836 ","'63 ","'97 ","'301 ","'96 ","'29 ","'54 ","'102 ","'917 ",
"'SBilbeImsborf ","'3,9 ","'77,0 ","'284 ","'- ","'10 ","'53 ","'1 ","'2 ","'42 ","'1 ","'58 ","'- ","'117 ",
"'SBoltetsweiler ","'87,9 ","'78,2 ","'382 ","'2 ","'276 ","'44 ","'- ","'1 ","'2 ","'2 ","'15 ","'2 ","'38 ",
"'","'95,4 ","'76,3 ","'911 ","'10 ","'715 ","'23 ","'5 ","'17 ","'5 ","'1 ","'5 ","'14 ","'116 ",
"'Bogenweiler ","'93,3 ","'59,8 ","'294 ","'9 ","'217 ","'38 ","'2 ","'- ","'8 ","'- ","'1 ","'1 ","'18 ",
"'Bubborf ","'94,7 ","'82,6 ","'181 ","'1 ","'151 ","'5 ","'1 ","'5 ","'- ","'- ","'- ","'2 ","'16 ",
"'Gumme ","'83,3 ","'69,3 ","'23078 ","'934 ","'13 295 1 ","'123 ","'430 1 ","'204 ","'643 ","'261 ","'310 ","'577 ","'4301 ",
"'Reutlingen ","'","'","'","'","'","'","'","'","'","'","'","'","'",
"'Reutlingen ","'10,5 ","'69,0 ","'16 422 ","'4909 ","'856 ","'751 ","'1875 1 ","'337 ","'649 ","'612 ","'1624 ","'210 ","'3 133 ",
"'Bronnen ","'43,4 ","'75,4 ","'104 ","'4 ","'58 ","'5 ","'4 ","'- ","'1 ","'5 ","'12 ","'- ","'14 ",
"'Bronnweiler ","'0,2 ","'64,4 ","'187 ","'55 ","'- ","'53 ","'3 ","'3 ","'- ","'- ","'3 ","'5 ","'58 ",
"'Œningen 11. 21. ","'3,0 ","'60,9 ","'1 931 ","'444 ","'13 ","'150 ","'106 ","'665 ","'21 ","'23 ","'97 ","'2 ","'291 ",
"'Ürpfingen ","'0,4 ","'71,0 ","'374 ","'26 ","'- ","'163 ","'21 ","'3 ","'- ","'2 ","'39 ","'- ","'114 ",
"'Gentingen ","'0,1 ","'50,2 ","'370 ","'12 ","'- ","'34 ","'33 ","'11 ","'1 ","'3 ","'80 ","'1 ","'156 ",
"'Gomaringen ","'1,3 ","'67,5 ","'1 037 ","'289 ","'5 ","'58 ","'35 ","'72 ","'9 ","'5 ","'145 ","'1 ","'361 ",
