"'Gadjenbaufen ","'2,0 ","'60,3 ","'73 ","'- ","'- ","'46 ","'2 ","'- ","'- ","'- ","'- ","'- ","'104 ",
"'Göhnftetten ","'0,2 ","'40,7 ","'236 ","'9 ","'2 ","'90 ","'- ","'10 ","'9 ","'4 ","'6 ","'2 ","'",
"'Gontheim a. b. 9r. ","'1,0 ","'52,8 ","'574 ","'21 ","'4 ","'183 ","'12 ","'9 ","'15 ","'- ","'24 ","'- ","'306 ",
"'Gteinbeim a. ","'2,0 ","'54,8 ","'754 ","'214 ","'1 ","'324 ","'19 ","'30 ","'38 ","'5 ","'49 ","'2 ","'72 36 ",
"'3ang ","'0,2 ","'45,4 ","'124 ","'9 ","'- ","'69 ","'2 ","'7 ","'1 ","'- ","'- ","'- ","'",
"'Gumme ","'10,2 ","'68,7 ","'23070 ","'801 ","'1 336 ","'3 080 ","'1247 ","'2073 ","'1 092 ","'276 ","'1277 ","'201 ","'6 687 ",
"'$eilbronn ","'","'","'","'","'","'","'","'","'","'","'","'","'",
"'Seilbronn ","'15,2 ","'76,3 ","'25 388 ","'9 247 ","'1 717 ","'477 ","'3434 ","'1 781 ","'860 ","'469 ","'1494 ","'306 ","'5 603 48 ",
"'","'1,0 ","'70,9 ","'383 ","'56 ","'2 ","'235 ","'10 ","'7 ","'- ","'1 ","'23 ","'1 ","'37 ",
"'%ffaltrad) ","'17,4 ","'73,1 ","'368 ","'73 ","'66 ","'93 ","'18 ","'49 ","'3 ","'2 ","'27 ","'- 2 ","'39 ",
"'Biberad) ","'29,0 ","'68,3 ","'555 ","'135 ","'125 ","'217 ","'3 ","'20 ","'3 ","'","'11 ","'32 ","'629 ",
"'Bödingen ","'10,4 ","'77,1 ","'6256 ","'3 186 ","'332 ","'299 ","'301 ","'1 007 ","'49 ","'18 ","'403 ","'","'137 ",
"'Bonfelò ","'0,4 ","'73,4 ","'456 ","'150 ","'1 ","'95 ","'29 ","'26 ","'5 ","'1 ","'12 ","'- 3 ","'87 ",
"'Eberftabt ","'1,0 ","'63,4 ","'411 ","'75 ","'- ","'202 ","'11 ","'14 ","'4 ","'1 ","'14 ","'","'14 ",
"'Eidjelberg ","'1,4 ","'64,3 ","'142 ","'9 ","'- ","'101 ","'12 ","'3 ","'- ","'- ","'3 ","'- ","'67 ",
"'Ellhofen ","'- ","'67,9 ","'376 ","'155 ","'- ","'101 ","'25 ","'10 ","'1 ","'2 ","'15 6 ","'- 2 ","'82 ",
"'Efdenau ","'1,8 ","'55,8 ","'340 ","'79 ","'4 ","'93 ","'10 ","'56 ","'8 ","'- ","'","'- ","'121 ",
"'Flein ","'0,6 ","'68,2 ","'751 ","'301 ","'1 ","'188 ","'31 ","'42 ","'8 ","'- ","'59 ","'1 ","'189 ",
"'Frantenbad) ","'2,0 ","'85,7 ","'1 172 ","'528 ","'2 ","'175 ","'47 ","'166 ","'5 ","'2 ","'57 6 ","'- ","'32 ",
"'Sürfeld ","'1,9 ","'71,5 ","'267 ","'33 ","'- ","'185 ","'7 ","'2 ","'1 ","'1 ","'","'4 ","'33 ",
"'Oellmersbad) ","'0,7 ","'68,0 ","'173 ","'18 ","'- ","'113 ","'- ","'2 ","'1 ","'- ","'2 ","'- ","'27 ",
"'Grantidjen ","'0,9 ","'69,9 ","'164 ","'10 ","'- ","'121 ","'- ","'1 ","'- ","'- ","'5 ","'4 ","'178 ",
"'Oroßgartad) ","'0,9 ","'75,9 ","'1 332 ","'528 ","'4 ","'367 ","'61 ","'125 ","'13 ","'6 ","'46 ","'- ","'15 ",
"'Sölgern ","'1,3 ","'64,1 ","'100 ","'14 ","'- ","'67 ","'1 ","'- ","'2 ","'- ","'1 12 ","'1 ","'54 ",
"'fortheim ","'0,9 ","'69,4 ","'352 ","'111 ","'2 ","'132 ","'14 ","'10 ","'15 ","'1 ","'1 ","'- ","'22 ",
"'","'- ","'77,2 ","'165 ","'22 ","'- ","'114 ","'5 ","'1 ","'- ","'- ","'","'7 ","'68 ",
"'Rirdjhaujen ","'98,1 ","'74,4 ","'701 ","'74 ","'411 ","'121 ","'3 ","'11 ","'5 ","'- ","'1 ","'","'83 ",
"'Sebrenfteinsfelb ","'0,5 ","'60,0 ","'292 ","'81 ","'2 ","'92 ","'12 ","'9 ","'2 ","'- ","'11 ","'- ","'134 ",
"'Cöwenftein ","'1,2 ","'63,1 ","'528 ","'87 ","'4 ","'189 ","'40 ","'3 ","'19 ","'- ","'52 ","'- ","'191 ",
"'Redargartad) ","'3,2 ","'83,9 ","'2802 ","'1 684 ","'18 ","'166 ","'234 ","'347 ","'21 ","'6 ","'116 ","'19 - ","'41 ",
"'Reulautern ","'0,6 ","'50,2 ","'106 ","'21 ","'- ","'- ","'9 ","'32 ","'3 ","'- ","'- ","'","'88 ",
"'Obereijesheim ","'4,2 ","'75,2 ","'667 ","'292 ","'1 ","'189 ","'28 ","'54 ","'3 ","'2 ","'10 ","'- 4 ","'180 ",
"'Gontheim ","'48,2 ","'79,1 ","'1 805 ","'580 ","'633 ","'26 ","'176 ","'109 ","'29 ","'4 ","'64 ","'1 ","'28 ",
"'Güllabad) ","'1,0 ","'67,7 ","'200 ","'42 ","'- ","'115 ","'- ","'5 ","'5 ","'- ","'4 ","'- ","'54 ",
"'Talheim ","'49,3 ","'77,2 ","'774 ","'163 ","'386 ","'97 ","'20 ","'24 ","'14 ","'- ","'16 ","'5 ","'31 ",
"'Untereifesheim ","'1,0 ","'79,7 ","'321 ","'131 ","'1 ","'124 ","'7 ","'19 ","'- ","'- ","'3 ","'","'68 ",
"'lintergruppenbady ","'0,6 ","'64,8 ","'572 ","'281 ","'1 ","'109 ","'28 ","'40 ","'5 ","'- ","'40 ","'- ","'38 ",
"'Unterbeinriet ","'0,3 ","'45,4 ","'312 ","'58 ","'2 ","'159 ","'17 ","'11 ","'3 ","'3 ","'20 ","'1 ","'37 ",
"'Beiler ","'0,6 ","'69,1 ","'159 ","'21 ","'- ","'85 ","'2 ","'5 ","'3 ","'- ","'6 ","'- 22 ","'516 ",
"'Beinsberg ","'6,5 ","'64,9 ","'1 428 ","'379 ","'43 ","'151 ","'98 ","'37 ","'41 ","'30 ","'111 ","'","'122 ",
"'SBillsbad) ","'0,8 ","'84,3 ","'656 ","'142 ","'2 ","'340 ","'18 ","'7 ","'10 ","'1 ","'13 ","'1 ","'",
