"'Dürrwangen ","'0,6 ","'57,1 ","'243 ","'11 ","'- ","'37 ","'5 ","'14 ","'3 ","'1 ","'6 ","'- ","'166 ",
"'Œbingen ","'21,2 ","'63,0 ","'6259 ","'985 ","'721 ","'42 ","'1029 ","'948 ","'327 ","'65 ","'326 ","'214 ","'1 602 ",
"'Œnbingen ","'2,4 ","'54,4 ","'259 ","'94 ","'3 ","'64 ","'24 ","'9 ","'7 ","'- ","'3 ","'- ","'55 ",
"'Œngftlatt ","'4,1 ","'50,4 ","'339 ","'41 ","'5 ","'102 ","'31 ","'38 ","'1 ","'1 ","'1 ","'- ","'119 ",
"'Œrlabeim ","'100,0 ","'82,2 ","'277 ","'10 ","'228 ","'9 ","'1 ","'3 ","'- ","'1 ","'1 ","'- ","'24 ",
"'Graingen ","'2,6 ","'51,6 ","'181 ","'17 ","'- ","'114 ","'8 ","'- ","'2 ","'- ","'9 ","'7 ","'24 ",
"'Frommern ","'1,1 ","'53,5 ","'439 ","'52 ","'7 ","'52 ","'44 ","'40 ","'15 ","'- ","'51 ","'4 ","'174 ",
"'Geislingen ","'97,8 ","'57,5 ","'833 ","'23 ","'539 ","'15 ","'7 ","'73 ","'12 ","'1 ","'7 ","'5 ","'151 ",
"'Sefelwangen ","'0,8 ","'93,4 ","'341 ","'170 ","'- ","'15 ","'9 ","'56 ","'- ","'- ","'32 ","'1 ","'58 ",
"'goffingen ","'0,2 ","'48,6 ","'137 ","'5 ","'- ","'35 ","'19 ","'- ","'9 ","'- ","'23 ","'- ","'46 ",
"'Saufen a. b. Œnad) ","'2,0 ","'52,6 ","'273 ","'53 ","'5 ","'18 ","'35 ","'18 ","'- ","'1 ","'31 ","'5 ","'107 ",
"'Sautlingen ","'93,6 ","'62,2 ","'402 ","'14 ","'242 ","'1 ","'62 ","'20 ","'3 ","'3 ","'- ","'7 ","'51 ",
"'SDargretbaufen ","'96,3 ","'80,8 ","'194 ","'23 ","'130 ","'- ","'33 ","'4 ","'- ","'1 ","'- ","'- ","'3 ",
"'","'0,6 ","'48,8 ","'644 ","'26 ","'","'10 ","'38 ","'49 ","'22 ","'1 ","'61 ","'3 ","'434 ",
"'Oberbigisheim ","'1,1 ","'66,0 ","'279 ","'10 ","'2 ","'89 ","'22 ","'7 ","'10 ","'2 ","'30 ","'- ","'107 ",
"'Onftmettingen ","'3,5 ","'37,1 ","'894 ","'210 ","'11 ","'24 ","'229 ","'57 ","'40 ","'2 ","'40 ","'13 ","'268 ",
"'Oftborf ","'0,6 ","'39,0 ","'259 ","'11 ","'1 ","'88 ","'5 ","'5 ","'7 ","'- ","'5 ","'1 ","'136 ",
"'Bfeffingen ","'1,6 ","'36,6 ","'263 ","'58 ","'- ","'16 ","'105 ","'14 ","'3 ","'3 ","'11 ","'2 ","'51 ",
"'Gtodenhaufen ","'0,5 ","'42,1 ","'53 ","'1 ","'- ","'28 ","'2 ","'- ","'- ","'- ","'6 ","'- ","'16 ",
"'Gtreidjen ","'- ","'46,5 ","'100 ","'23 ","'- ","'15 ","'13 ","'16 ","'1 ","'- ","'12 ","'- ","'20 ",
"'Zailfingen ","'6,2 ","'53,4 ","'2 777 ","'609 ","'103 ","'25 ","'533 ","'289 ","'108 ","'14 ","'204 ","'59 ","'833 ",
"'Tieringen ","'- ","'63,4 ","'281 ","'38 ","'- ","'140 ","'29 ","'3 ","'- ","'- ","'10 ","'- ","'61 ",
"'Trudjtelfingen ","'4,1 ","'59,4 ","'677 ","'147 ","'7 ","'58 ","'100 ","'36 ","'21 ","'- ","'16 ","'- ","'292 ",
"'lInterbigisheim ","'98,0 ","'63,2 ","'170 ","'1 ","'142 ","'3 ","'1 ","'3 ","'- ","'- ","'- ","'1 ","'19 ",
"'","'- ","'58,7 ","'158 ","'37 ","'- ","'2 ","'10 ","'6 ","'2 ","'- ","'13 ","'1 ","'87 ",
"'Beilbeim ","'2,3 ","'51,3 ","'261 ","'93 ","'3 ","'5 ","'10 ","'8 ","'4 ","'- ","'10 ","'2 ","'126 ",
"'Binterlingen ","'3,2 ","'70,0 ","'161 ","'139 ","'17 ","'95 ","'71 ","'165 ","'33 ","'3 ","'14 ","'10 ","'614 ",
"'Billbaufen ","'- ","'67,1 ","'233 ","'66 ","'- ","'18 ","'26 ","'6 ","'6 ","'- ","'10 ","'3 ","'98 ",
"'Gumme ","'16,5 ","'56,5 ","'20 918 3 ","'380 ","'326 1 ","'181 ","'2829 2 ","'125 ","'827 ","'138 ","'1029 ","'450 ","'6633 ",
"'Befigheim ","'","'","'","'","'","'","'","'","'","'","'","'","'",
"'Befigheim ","'2,2 ","'62,3 ","'502 ","'377 ","'13 ","'121 ","'77 ","'85 ","'38 ","'18 ","'51 ","'99 ","'623 ",
"'Bietigheim ","'6,8 ","'76,2 ","'3 828 1 ","'124 ","'100 ","'267 ","'469 ","'460 ","'103 ","'164 ","'193 ","'34 ","'914 ",
"'Bönnigheim ","'1,4 ","'61,8 ","'1 107 ","'271 ","'12 ","'321 ","'166 ","'10 ","'21 ","'11 ","'120 ","'11 ","'164 ",
"'Erligheim ","'0,2 ","'73,1 ","'313 ","'16 ","'- ","'215 ","'4 ","'4 ","'2 ","'- ","'2 ","'- ","'70 ",
"'Freubental ","'2,5 ","'70,8 ","'312 ","'69 ","'4 ","'46 ","'45 ","'20 ","'4 ","'2 ","'9 ","'- ","'113 ",
"'Gemmrigheim ","'1,3 ","'60,3 ","'635 ","'234 ","'2 ","'219 ","'18 ","'12 ","'13 ","'10 ","'4 ","'4 ","'119 ",
"'Øroßingerebeim ","'0,9 ","'70,5 ","'626 ","'198 ","'- ","'157 ","'8 ","'18 ","'5 ","'8 ","'27 ","'- ","'205 ",
"'Seffigheim ","'0,2 ","'52,7 ","'384 ","'58 ","'- ","'57 ","'8 ","'7 ","'2 ","'- ","'11 ","'14 ","'227 ",
"'gofen ","'0,6 ","'64,9 ","'148 ","'27 ","'- ","'66 ","'3 ","'4 ","'2 ","'1 ","'10 ","'3 ","'32 ",
"'Sobenftein ","'2,1 ","'57,9 ","'103 ","'11 ","'1 ","'62 ","'3 ","'1 ","'4 ","'- ","'6 ","'- ","'15 ",
