"'","'","'","'","'","'","'Bon ","'ben ","'gültigen ","'Gtimmen ","'enffielen ","'auf ","'","'",
"'Göttingen ","'0,2 ","'72,4 ","'164 ","'7 ","'2 ","'84 ","'- ","'- ","'7 ","'- ","'5 ","'1 ","'58 ",
"'balabaujen ","'2,2 ","'71,9 ","'139 ","'7 ","'5 ","'82 ","'1 ","'- ","'- ","'- ","'- ","'3 ","'41 ",
"'Solafird) ","'- ","'72,9 ","'124 ","'- ","'- ","'95 ","'- ","'- ","'1 ","'- ","'3 ","'- ","'25 ",
"'Sörvelfingen ","'0,3 ","'70,9 ","'160 ","'- ","'- ","'57 ","'- ","'- ","'2 ","'- ","'- ","'1 ","'100 ",
"'Sungingen ","'2,0 ","'47,9 ","'248 ","'29 ","'- ","'114 ","'5 ","'2 ","'18 ","'2 ","'5 ","'1 ","'72 ",
"'Cangenau ","'2,0 ","'77,6 ","'960 ","'235 ","'4 ","'475 ","'35 ","'23 ","'174 ","'12 ","'155 ","'9 ","'838 ",
"'Lebr ","'5,7 ","'81,7 ","'179 ","'5 ","'1 ","'66 ","'- ","'4 ","'4 ","'- ","'2 ","'- ","'97 ",
"'Conjee ","'6,3 ","'53,7 ","'137 ","'- ","'2 ","'40 ","'7 ","'4 ","'14 ","'- ","'4 ","'- ","'66 ",
"'Quiabaujen ","'- ","'69,3 ","'106 ","'- ","'- ","'51 ","'3 ","'- ","'- ","'1 ","'1 ","'- ","'50 ",
"'Währingen ","'0,3 ","'72,5 ","'129 ","'7 ","'- ","'64 ","'- ","'4 ","'2 ","'- ","'1 ","'1 ","'50 ",
"'Reenftetten ","'0,8 ","'84,3 ","'226 ","'- ","'- ","'73 ","'- ","'- ","'27 ","'- ","'- ","'- ","'126 ",
"'Rerenftetten ","'0,4 ","'79,8 ","'128 ","'- ","'- ","'89 ","'1 ","'- ","'1 ","'- ","'- ","'- ","'37 ",
"'Rieberftogingen ","'39,4 ","'71,1 ","'542 ","'19 ","'173 ","'137 ","'6 ","'2 ","'15 ","'- ","'8 ","'1 ","'181 ",
