"'Dettingen a. C. ","'0,7 ","'55,1 ","'438 ","'154 ","'9 ","'67 ","'38 ","'191 ","'25 ","'9 ","'85 ","'5 ","'811 ",
"'Donnftetten ","'- ","'59,9 ","'293 ","'6 ","'- ","'112 ","'4 ","'","'4 ","'2 ","'7 ","'1 ","'155 ",
"'Gädjingen ","'0,2 ","'66,2 ","'227 ","'3 ","'- ","'115 ","'1 ","'2 ","'3 ","'- ","'8 ","'- ","'85 ",
"'Glems ","'0,1 ","'48,0 ","'232 ","'15 ","'- ","'113 ","'5 ","'14 ","'2 ","'- ","'1 ","'2 ","'68 ",
"'Grabenftetten ","'- ","'69.7 ","'425 ","'3 ","'1 ","'197 ","'2 ","'9 ","'8 ","'1 ","'17 ","'- ","'184 ",
"'Gruorn ","'- ","'72,0 ","'301 ","'26 ","'- ","'130 ","'4 ","'5 ","'15 ","'1 ","'5 ","'- ","'108 ",
"'bengen ","'- ","'69,5 ","'218 ","'9 ","'1 ","'106 ","'- ","'4 ","'10 ","'- ","'5 ","'- ","'81 ",
"'bülben ","'0,1 ","'73,8 ","'822 ","'194 ","'1 ","'6 ","'8 ","'201 ","'103 ","'2 ","'44 ","'- ","'261 ",
"'Confingen ","'- ","'77,4 ","'192 ","'2 ","'- ","'69 ","'- ","'1 ","'1 ","'- ","'38 ","'- ","'68 ",
"'Sleßingen ","'5,2 ","'72,2 ","'3 411 ","'211 ","'74 ","'265 ","'210 ","'575 ","'275 ","'47 ","'237 ","'14 ","'1 459 ",
"'Sittelitabt ","'0,1 ","'69,1 ","'609 ","'120 ","'2 ","'73 ","'12 ","'84 ","'4 ","'3 ","'78 ","'- ","'210 ",
"'Reubaufen a. C. ","'0,4 ","'52,5 ","'717 ","'99 ","'5 ","'161 ","'25 ","'92 ","'7 ","'1 ","'51 ","'1 ","'237 ",
"'Ohnaftetten ","'- ","'78,4 ","'131 ","'1 ","'- ","'90 ","'1 ","'- ","'1 ","'- ","'1 ","'2 ","'32 ",
"'Reidjened ","'1,3 ","'74,5 ","'105 ","'- ","'- ","'75 ","'- ","'- ","'- ","'- ","'- ","'","'27 ",
"'Rieberid) ","'0,4 ","'59,8 ","'424 ","'24 ","'1 ","'53 ","'7 ","'123 ","'6 ","'1 ","'13 ","'2 ","'178 ",
"'Rietheim ","'0,2 ","'68,0 ","'174 ","'7 ","'- ","'106 ","'10 ","'3 ","'2 ","'1 ","'6 ","'1 ","'33 ",
"'Geeburg ","'0,6 ","'57,4 ","'124 ","'8 ","'2 ","'24 ","'9 ","'2 ","'11 ","'1 ","'4 ","'5 ","'58 ",
"'Sirdjingen ","'- ","'87,9 ","'145 ","'6 ","'- ","'61 ","'- ","'8 ","'2 ","'- ","'1 ","'","'67 ",
"'Gonbelfingen ","'0,1 ","'65,0 ","'708 ","'161 ","'- ","'50 ","'24 ","'209 ","'3 ","'3 ","'36 ","'3 ","'108 ",
"'Trailfingen ","'- ","'62,9 ","'190 ","'7 ","'- ","'85 ","'8 ","'- ","'9 ","'1 ","'4 ","'4 ","'69 ",
"'Upfingen . ","'0,2 ","'81,2 ","'277 ","'10 ","'- ","'129 ","'2 ","'9 ","'5 ","'- ","'3 ","'- ","'110 ",
"'Bittlingen . ","'0,6 ","'68,8 ","'295 ","'62 ","'- ","'84 ","'1 ","'16 ","'5 ","'1 ","'3 ","'1 ","'109 ",
"'Bürtingen . ","'0,6 ","'54,6 ","'353 ","'13 ","'2 ","'181 ","'15 ","'- ","'2 ","'- ","'22 ","'- ","'104 ",
"'Bainingen . ","'0,2 ","'62,9 ","'379 ","'3 ","'- ","'244 ","'- ","'3 ","'50 ","'- ","'6 ","'1 ","'70 ",
"'Gumme ","'2,5 ","'67,3 ","'15 997 ","'1 452 ","'207 ","'3114 ","'485 ","'195 ","'747 ","'126 ","'832 ","'62 ","'6338 ",
"'Baibingen ","'","'","'","'","'","'","'","'","'","'","'","'","'",
"'Baibingen a. E. ","'6,0 ","'62,6 ","'1 276 ","'129 ","'48 ","'110 ","'151 ","'126 ","'118 ","'53 ","'119 ","'99 ","'323 ",
"'Yurid) ","'0,7 ","'59,2 ","'196 ","'22 ","'- ","'84 ","'3 ","'13 ","'2 ","'- ","'21 ","'3 ","'48 ",
"'Eberbingen ","'0,2 ","'76,4 ","'327 ","'9 ","'- ","'250 ","'5 ","'2 ","'5 ","'2 ","'7 ","'1 ","'46 ",
"'Enfingen ","'1,2 ","'43,1 ","'263 ","'15 ","'- ","'119 ","'4 ","'73 ","'5 ","'3 ","'18 ","'2 ","'24 ",
"'Enaweibingen ","'2,5 ","'71,8 ","'765 ","'269 ","'2 ","'248 ","'32 ","'40 ","'21 ","'2 ","'45 ","'8 ","'98 ",
"'Großglattbad) ","'0,3 ","'53,4 ","'239 ","'19 ","'- ","'136 ","'2 ","'2 ","'1 ","'- ","'6 ","'1 ","'72 ",
"'","'1,3 ","'73,1 ","'834 ","'213 ","'6 ","'207 ","'12 ","'66 ","'25 ","'14 ","'22 ","'15 ","'254 ",
"'bodjooff ","'5,0 ","'73,1 ","'253 ","'12 ","'1 ","'143 ","'3 ","'7 ","'4 ","'6 ","'2 ","'- ","'75 ",
